WhN,Material,MTyp,Material Description,SP,SR,SecIn,BSI,LE quantity,BUn,SUT,LE quantity,BUn,SUT,LE quantity,BUn,SUT,Text,Net Weight,WUn
703,9000353844,HALB,Plate,,,,,,,,,,,,,,,,G
701,9000355208,ROH,PUSH BUTTON 636 PS VIBO TK WHITE,53,***,1,,7.48,PC,C42,0,PC,C42,1.87,PC,,No,0,
701,9000463619,ROH,PARTS BAG - SMALL ITEM CLIP UPPER,50,***,220,,3,PC,P04,0,PC,,0,PC,,No,0,
701,9000465473,ROH,ATTACHMENT CLIP ANTI-TARNISH BASKET,53,***,SP2,,200,PC,C42,0,PC,C42,200,PC,,No,0,
703,9000475709,HALB,Assy,,,,,,,,,,,,,,,,
701,9000623822,ROH,DOOR EXTENSION SPRING 640-VAR.3 blue V4,50,***,222,,3.84,PC,P04,170,PC,R43,400,PC,R43,No,108,
701,9000623856,ROH,DOOR EXTENSION SPRING 640-VAR.6 pink V4,42,***,333,1,3.84,PC,P04,96,PC,C43,96,PC,C43,No,138,
701,9000626275,ROH,BLACK INTEGRA OUTER DOOR w/DISPLAY,50,***,1,,28,PC,P04,0,PC,,0,PC,,No,0,
701,9000623808,ROH,Door extension spring,,,,,,,,,,,,,,,,
701,9000731973,ROH,TUB BOTTOM SIDE LEFT INSULATION FLEECE,F01,***,,,3.51,PC,P04,0,PC,,0,PC,,No,0,
703,9000728812,ROH,Control,,,,,,,,,,,,,,,,
701,9000730322,ROH,DRYING POP LABEL REV. 2,51,***,1,,125,PC,P04,0,PC,C42,4.2,PC,,No,0,
701,9000732096,HALB,FACIA PANEL 640B UC EO411UBO WHITE-CT,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,9000356197,ROH,Sponge dry Azella 72,42,51,440,1,1.5,PC,P04,8,PC,P04,80,PC,P04,No,13,
703,9000360317,ROH,Harness,,,,,,,,,,,,,,,,
703,9000474917,ROH,Retainer,,,,,,,,,,,,,,,,
701,9000475190,ROH,BLDC DRAIN PUMP 640,50,***,222,,1.152,PC,P04,0,PC,,0,PC,,No,0,
703,9000477420,HALB,Assy,,,,,,,,,,,,,,,,
701,9000623054,HALB,GV640 FINISHED FACIA EO 4 PROGRAM BL,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,9000631525,HALB,Liner,,,,,,,,,,,,,,,,
701,9000715757,HALB,FACIA PANEL 630 G14SBO VZF07020,50,***,1,,169,PC,P04,0,PC,,0,PC,,No,0,
703,9000361034,ROH,End Cap Handle Bosch White,0SV,***,4,,6,PC,P04,6,PC,P04,6,PC,P04,No,0,
701,9000360118,ROH,OUTER DOOR BITUMEN GV640B,53,***,SP1,,140,PC,C44,140,PC,C44,140,PC,C44,No,0,
703,9000478544,HALB,BRKT,,,,,,,,,,,,,,,,
701,9000484257,HALB,INSTALLATION INSTRUCTIONS SGZ1052UC,53,***,SP2,,120,PC,C42,0,PC,,0,PC,,No,4,
701,9000488714,HALB,FWH Assembly 480317,,,,,0,PC,,0,PC,,0,PC,,No,0,WUn
703,9000727562,ROH,Regulator,,,,,,,,,,,,,,,,
701,9000726914,HALB,INTEGRA OD/430SS/NON-WELDED/TR MSTR PC,50,***,1,,38,PC,P14,0,PC,,0,PC,,No,0,
701,9000362924,ROH,ROCKER BUTTON WHITE VZF07020,53,53,1,,3.12,PC,C42,0,PC,,0,PC,,No,11,
703,9000363382,ROH,INK,,,,,,,,,,,,,,,,
703,9000362187,HALB,Assy,,,,,,,,,,,,,,,,
701,9000494201,ROH,Guide Rail End Cap back,42,***,222,1,64,PC,P04,2,PC,C43,2,PC,C43,No,1,
701,9000500213,ROH,CURVED ONE PIECE HANDLE / BLACK,50,***,1,,240,PC,P04,0,PC,,0,PC,,No,0,
701,9000638156,HALB,FACIA PANEL IU41SBO 39171-CT/UC+SiPl48,100,100,1,,120,PC,P04,0,PC,,0,PC,,No,0,
701,9000639486,HALB,Display window 640A.US Evolution 500,53,SMK,SP1,,2.072,PC,C42,0,PC,C42,518,PC,,No,0,
701,9001328228,ROH,Bracket Toe Panel Screw SS,F01,***,1,,360,PC,P04,0,PC,C42,6,PC,,No,0,
703,9000265440,ROH,Bracket,,,,,,,,,,,,,,,,
701,9000263841,ROH,HOSE. CLAMP d 13,,,,,,,,,,,,,,,,
703,9000262499,ROH,Assy,,,,,,,,,,,,,,,,G
701,9000268015,HALB,KNOB 640 EG/A-INF Stainless Steel 39171,53,***,SP1,,1.568,PC,C42,0,PC,C42,392,PC,,No,13,G
703,9000362181,HALB,Weldtab,,,,,,,,,,,,,,,,
703,9000362180,HALB,Mounting tab Bosch USA LH,0SV,***,1,,500,PC,P04,0,PC,,0,PC,,No,0,
703,9000367398,HALB,Skin,,,,,,,,,,,,,,,,
701,9000495199,HALB,CSA HINGE LEVER RIGHT ASSEMBLY,,,,,0,PC,,0,PC,,0,PC,,No,0,
701,9000504030,ROH,ROLLER PLATE UPPER RACK 640A,42,***,222,1,4.8,PC,P04,0,PC,,0,PC,,No,55,
703,9000652374,ROH,TAPE,,,,,,,,,,,,,,,,
701,9000650899,ROH,EPS LOWER RACK BLOCK WEDGE,50,***,222,,10.5,PC,P04,0,PC,,0,PC,,No,1,
701,9000269486,ROH,Handle,,,,,,,,,,,,,,,,
703,9000269486,ROH,Handle,,,,,,,,,,,,,,,,
701,9000267791,ROH,Mounting Bracket,51,51,1,,30,PC,P04,0,PC,C42,850,PC,,No,0,G
703,9000271750,ROH,Insulation,,,,,,,,,,,,,,,,
703,9000271748,ROH,Insulation,,,,,,,,,,,,,,,,
701,9000271689,ROH,Screw for wood 4x42 T20 INOX no-mag,F01,***,SP1,,6,PC,C42,0,PC,,0,PC,,No,2,
703,9000366240,ROH,CARTON,,,,,,,,,,,,,,,,
701,9000364171,ROH,COVER FOR WLC CLOSED,50,***,111,,750,PC,P14,100,PC,P04,100,PC,P04,No,0,
703,9000510013,HALB,Bracket,,,,,,,,,,,,,,,,
701,9000509571,ROH,MS Push Button 640 NF Silver,53,***,SP1,,720,PC,C42,0,PC,,0,PC,,No,2,G
703,9000649273,ROH,F-Support Grid Right - [Rack Stop],42,***,551,1,960,PC,P04,40,PC,P04,960,PC,P04,No,327,
701,9000653672,HALB,Handle tray 640.US INT 300/500 black,42,***,333,1,1.536,PC,P04,0,PC,,0,PC,,No,33,
701,9000271507,ROH,INSULATION FLEECE/BASE REAR,F01,***,1,,32.68,PC,P04,0,PC,,0,PC,,No,0,
703,9000271140,ROH,HARNESS,,,,,,,,,,,,,,,,
703,9000271157,HALB,Pan Microwave 62L,0SV,***,1,,50,PC,P04,0,PC,,0,PC,,No,0,
703,9000386668,HALB,Panel,,,,,,,,,,,,,,,,
701,9000392485,ROH,Handle Tray 640 ExIOEM,50,***,1,,896,PC,P04,0,PC,,0,PC,,No,0,
703,9000391222,HALB,DOOR,,,,,,,,,,,,,,,,
703,9000513060,ROH,Harness,,,,,,,,,,,,,,,,
703,9000535551,ROH,User,,,,,,,,,,,,,,,,
701,9000537275,ROH,EPS Lower Rack Pad 64x/65xAX,50,***,111,,11.52,PC,P04,260,PC,P04,5.76,PC,P04,No,0,
701,9000536783,ROH,PM GV640B_CU_NEW LAYOUT_DOLPHIN,50,***,111,,200,PC,P04,0,PC,,0,PC,,No,302,
701,9000655961,ROH,Corner pad rear 640A.US 860,,,,,128,PC,P04,0,PC,,0,PC,,No,330,
703,8001072915,ROH,SGS B Electrode Blue,51,51,1,,1.2,PC,P04,1.2,PC,P04,1.2,PC,P04,No,0,
703,9000271852,ROH,Glass,,,,,,,,,,,,,,,,
703,9000271865,ROH,Glass,,,,,,,,,,,,,,,,
703,9000271866,ROH,Glass,,,,,,,,,,,,,,,,
703,9000391207,ROH,Assy,,,,,,,,,,,,,,,,
703,9000535717,HALB,Assy,,,,,,,,,,,,,,,,
701,9000548646,ROH,Grounding Clip TV 640,53,***,,,1.17,PC,C42,0,PC,,0,PC,,No,0,
703,9000547867,HALB,Assy,,,,,,,,,,,,,,,,
701,9000655808,ROH,Inlet valve warm 640 US 5% fr tol,42,***,222,1,1.8,PC,P04,0,PC,C64,60,PC,,No,0,
701,9000653637,HALB,HANDLE Bowl 640A.US INT 300/500 white,50,***,1,,720,PC,P04,0,PC,,0,PC,,No,88,
703,9000283274,ROH,Manual,,,,,,,,,,,,,,,,G
703,9000283024,ROH,Door,,,,,,,,,,,,,,,,
703,9000282989,ROH,Assy,,,,,,,,,,,,,,,,
703,9000401422,HALB,Side Trim,,,,,,,,,,,,,,,,
701,9000407725,ROH,WIRE HARNESS OPERATING MODULE,50,***,222,,12.096,PC,P04,0,PC,C64,312,PC,,No,16,
701,9000555749,ROH,FACIA PANEL 630 LU25UBO ND - KT/UC,50,***,1,,110,PC,P04,0,PC,,0,PC,,No,0,WUn
701,9000655558,ROH,DOOR EXTENSION SPRING 640-V.7 light blue,42,***,333,1,3.84,PC,P04,0,PC,C64,96,PC,,No,141,
701,9000653669,HALB,HANDLE Bowl 640A.US INT 300/500 silver,50,***,1,,720,PC,P04,0,PC,,0,PC,,No,87,
703,9000280950,ROH,HOLDING BRACKET,0AX,***,1,,25,PC,P04,25,PC,P04,25,PC,P04,No,18,
701,9000281568,HALB,PUSH BUTTON PR 640 VI-MR,42,***,333,1,400,PC,P04,0,PC,,0,PC,,No,12,
703,9000416707,ROH,Trimming,,,,,,,,,,,,,,,,
701,9000418580,ROH,ASSY LR,,,,,,,,,,,,,,,,
703,9000552445,ROH,Assy,,,,,,,,,,,,,,,,
701,9000551335,ROH,OD   MIDDLE/TOP CLASS 0.6mm/FULL FLEECE,F01,***,1,,11.2,PC,P04,0,PC,,0,PC,,No,0,
701,9000653638,HALB,HANDLE TRAY 640A.US INT black,50,***,1,,720,PC,P04,0,PC,,0,PC,,No,85,
701,9000660164,ROH,Water inlet 640A.US,,,,,,,,,,,,,,,,
703,9000303714,ROH,Bracket,,,,,,,,,,,,,,,,
703,9000303626,HALB,Fan Base Plate       ICC5-S,42,***,111,1,60,PC,P04,60,PC,P04,60,PC,P04,No,1,
703,9000303430,ROH,Air Shaft [DBO] ICC5-S,42,***,551,1,360,PC,P04,60,PC,P04,60,PC,P04,No,304,
703,9000304432,ROH,Burner Cap,,,,,,,,,,,,,,,,
703,8001060669,HALB,Maintop,,,,,,,,,,,,,,,,
701,9000419063,ROH,FRAME BRACKET 2MM,50,***,111,,15,PC,P14,300,PC,R43,250,PC,R43,No,0,
703,9000550640,HALB,Switch,42,***,333,1,10,PC,P04,500,PC,P04,1,PC,P04,No,23,
703,9000561349,HALB,Base,,,,,,,,,,,,,,,,
701,9000660168,ROH,feeding pipe 2-channel cpl.640A US,50,***,2,,180,PC,P14,0,PC,,0,PC,,No,0,
701,9000661988,ROH,ss-sheet 1.4016 0,,,,,,,,,,,,,,,,
701,9000663774,HALB,EVO 500 carrier paint silver 640A US,50,***,3,,180,PC,P04,0,PC,,0,PC,,No,383,
703,9000302578,ROH,Service Instructions-Rough-IN-Box,50,***,1,,5,PC,P04,0,PC,,0,PC,,No,0,
703,9000303024,ROH,Tape,,,,,,,,,,,,,,,,
703,9000302642,HALB,R/I BOX,,,,,,,,,,,,,,,,
703,9000305870,ROH,Element Harness-CVT 1 C (150/125),50,***,441,,1.248,PC,P04,24,PC,P04,24,PC,P04,No,0,
703,9000305871,ROH,Element Harness-CVT 1 B,,,,,,,,,,,,,,,,
703,9000416035,ROH,Jumper Wire,,,,,,,,,,,,,,,,
701,9000421264,HALB,PUSH BUTTON ARRAY HS 640 MV/EV-VI,50,***,111,,1.89,PC,P04,0,PC,,0,PC,,No,12,
701,9000585247,ROH,DRAIN PUMP COVER 640 white long handle,42,***,333,1,12,PC,P04,250,PC,C43,250,PC,C43,No,6,
701,9000587113,ROH,Cover power module 640_UC II.Gen,,,,,,,,,,,,,,,,
701,9000612452,ROH,COVER CAP 640,42,***,333,1,10.8,PC,P04,170,PC,R43,400,PC,R43,No,15,
701,9000978393,ROH,Handle LR 640 Curved Plastic 27542 V2,42,***,333,1,5.4,PC,P04,100,PC,R43,300,PC,R43,No,19,
701,9000980494,ROH,DISPENSER 64x UC +TC + MX  V1,F01,***,1,,36.288,PC,P04,0,PC,,0,PC,,No,0,
701,9000987448,ROH,TR 640 vario2 flap locking device left,42,***,333,1,6.4,PC,P04,200,PC,C43,200,PC,C43,No,15,
701,9000987449,ROH,TR 640 vario2 flap locking device right,42,***,333,1,6.4,PC,P04,200,PC,C43,200,PC,C43,No,15,
701,9001007659,ROH,DISPENSER 640 UC 120V  V5,42,***,333,1,756,PC,P04,0,PC,,0,PC,,No,0,
701,9001043373,ROH,water protection top long,,,,,,,,,,,,,,,,
701,9001175063,HALB,CSA for Facia Integra SHX53TB5UC,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001175064,ROH,Main Connection Cover 640A.US,,,,,,,,,,,,,,,,
701,9001175472,ROH,GV640A.US TP3 Wiring Diagram - TW,53,***,SP2,,10,PC,P04,0,PC,C42,500,PC,,No,0,
701,9000640055,ROH,TR 640 vario2 flip tines right,42,***,333,1,14.4,PC,P04,450,PC,C43,450,PC,C43,No,10,
701,9000640058,ROH,TR 640 vario2 flip tines left,42,***,333,1,14.4,PC,P04,450,PC,C43,450,PC,C43,No,9,
701,9000649757,ROH,3rd row cutlery rack left roller complet,50,***,222,,2.304,PC,P04,0,PC,C64,144,PC,,No,42,
701,9000649755,ROH,3rd row cutlery rack right roller comple,50,***,222,,2.304,PC,P04,0,PC,C64,144,PC,,No,42,
701,9001070873,ROH,wireharness set 640UC visible indic. III,53,***,SP2,,960,PC,C43,0,PC,C43,240,PC,,No,10,
701,9001112724,ROH,operating_modul_40AUC MA__B  free,,,,,,,,,,,,,,,,
701,9001175661,ROH,Energy Guide 269kWh 640B Kenmore,53,***,SP1,,20,PC,C42,0,PC,C42,2,PC,,No,0,
701,9001175657,ROH,Energy Guide 269kWh 640B,53,***,SP1,,24,PC,C42,0,PC,C42,2,PC,,No,0,
701,9000655828,ROH,wireharness set 640 UC visible indicator,53,***,SP1,,9,PC,C42,0,PC,C42,1.5,PC,,No,11,
701,9000665446,ROH,3rd row cutlery rack roller plate,50,***,1,,8,PC,P04,0,PC,,0,PC,,No,32,
701,9000709689,ROH,TR 640 vario2 flap rechts DG,50,***,222,,720,PC,P04,0,PC,C64,60,PC,,No,102,
701,9001140278,ROH,Power Module III.Gen,,,,,,,,,,,,,,,,
701,9001141944,ROH,Heat Pump cpl. EDS 3G 110-120V,,,,,,,,,,,,,,,,
701,9001155186,ROH,TR,,,,,,,,,,,,,,,,
701,9001155185,ROH,TR,,,,,,,,,,,,,,,,
701,9001175649,ROH,Use & Care Kit Kenmore 640B,50,***,1,,2,PC,P14,0,PC,,0,PC,,No,0,
701,9000711539,ROH,pressure spring TR,,,,,,,,,,,,,,,,
701,9000709618,ROH,TR 640 vario2 flap left DG,50,***,222,,720,PC,P04,0,PC,C64,60,PC,,No,102,
701,9000727504,ROH,Power module GV640A UC II_BI,42,***,333,1,896,PC,P04,0,PC,,0,PC,,No,314,
701,5600040082,ROH,CUTLERY BASKET HANDLE RAL5500,50,***,1,,4.8,PC,P04,0,PC,C42,2.4,PC,,No,14,WUn
701,9000732915,ROH,Hinge pulley/64x/44x/right  V1,42,***,333,1,21,PC,P04,250,PC,R43,1,PC,R43,No,8,
701,9000731058,HALB,Earthing Spring 64/4400 facia stainlst.,53,***,SP2,,2,PC,C42,0,PC,,0,PC,,No,2,
701,9000732913,ROH,Hinge pulley/64x/44x/left  V1,42,***,333,1,21,PC,P04,250,PC,P04,1,PC,P04,No,8,
701,9000734725,ROH,water inlet cap 640/440,50,***,222,,11,PC,P04,1,PC,P04,5.5,PC,P04,No,2,
701,9000738925,HALB,Push Button 640 BO-HS,53,***,SP2,,720,PC,C42,0,PC,,0,PC,,No,2,
701,9000738923,HALB,Push Button 640 BO-HS,53,***,SP2,,720,PC,C42,0,PC,,0,PC,,No,2,
701,9000738920,HALB,Push Button 640 BO-HS silver metallic,50,***,111,,7.2,PC,P04,720,PC,C42,720,PC,C42,No,2,
703,5650005368,ROH,Heat. 1900/800W 240V 195/120 g2stS wr,50,***,11,,500,PC,P04,0,PC,,0,PC,,No,0,G
701,9000184780,ROH,HOSE CLIP 640 d 14,,,,,,,,,,,,,,,,
701,9000203955,ROH,SEAL RING SB 640,42,***,333,,4.032,PC,P04,0,PC,,0,PC,,No,0,
701,9000209919,ROH,Baking sheet spray head 640,42,***,333,1,2.04,PC,P04,170,PC,R64,170,PC,R64,No,25,
701,9000214588,ROH,Threaded Ring 640/440,42,***,333,1,8.064,PC,P04,384,PC,R64,384,PC,R64,No,10,
701,9000746142,ROH,Piezo power unit_640_UC TV____ V02,50,***,1,,1.248,PC,P04,0,PC,,0,PC,,No,78,
701,9000747585,ROH,HP-WS O-Ring 640 3,,,,,,,,,,,,,,,,
701,9000781165,ROH,handle TR,,,,,,,,,,,,,,,,
701,9000785726,ROH,Handle LR 640 Curved Plastic 27542 V1,50,***,1,,5.4,PC,P04,0,PC,,0,PC,,No,20,
701,9000785725,ROH,HANDLE UR 640 BO Plastic VZF27542,68,***,B03,3,1.08,PC,P04,135,PC,C64,135,PC,C64,No,64,
701,9000785295,ROH,Outer door support 640,50,***,3,,2.72,PC,P04,0,PC,,0,PC,,No,17,
701,9001155187,ROH,TR,,,,,,,,,,,,,,,,
703,9001108199,ROH,Latch,,,,,,,,,,,,,,,,G
701,9000214639,ROH,Lid Water softener cpl. 640,50,***,1,,3.24,PC,P04,0,PC,,0,PC,,No,30,G
701,9000215321,ROH,AQUASENSOR 640,42,***,222,1,19.2,PC,P04,400,PC,R43,1.2,PC,R43,No,5,
701,9000219834,ROH,Metal Clip-Tub 640 Roof,50,***,222,,48,PC,P04,1,PC,C42,1,PC,C42,No,4,
701,9000222969,HALB,Foot,50,***,111,,8.8,PC,P04,200,PC,R43,1.1,PC,R43,No,18,
701,9000223333,HALB,Push Button 640 BO-HS,53,***,SP2,,1.188,PC,C42,594,PC,C42,594,PC,C42,No,2,
701,9000223338,HALB,Push Button 640 BO-HS,53,***,1,,594,PC,C42,0,PC,,0,PC,,No,2,
701,9000789493,HALB,Griffschale 640 TVIBO black,51,***,1,,480,PC,P04,0,PC,C42,120,PC,,No,54,G
701,9000794132,ROH,MAIN SWITCH 640/550/440 II./III.Gen.,42,SMK,333,1,10.8,PC,P04,200,PC,C43,200,PC,C43,No,11,
701,9000808377,ROH,HINGE BUSHING 64X/44X,50,***,222,,216,PC,P04,9,PC,C42,9,PC,C42,No,1,
701,9000808374,ROH,Door Retainer 64X/44X,50,***,222,,40,PC,P04,0,PC,C42,5,PC,,No,3,
701,9000809579,ROH,Cover Power Module 640_UC 3. Gen. UC,50,***,3,,2.72,PC,P04,0,PC,,0,PC,,No,45,
703,PODS302W,YSAP,"Thd Pro 30"" DBL Specialty Steam Oven",,,,,,,,,,,,,,,,
701,9000640635,ROH,TR 640 vario2 flip tines right,42,***,333,,14.4,PC,P04,450,PC,C42,450,PC,C42,No,10,
701,9000224520,ROH,wire harness set 640 top class,53,***,SP2,,2.348,PC,C43,0,PC,C43,587,PC,,No,3,
701,9000234714,ROH,Side Tub Frame insulation Fleece 640,50,***,222,,2.16,PC,P14,72,PC,P14,72,PC,P14,No,19,
701,9000244455,ROH,Worm Gear foot adjustment,42,***,333,1,39,PC,P04,650,PC,R43,1.3,PC,R43,No,0,
701,9000247869,ROH,AQUA SENSOR SEAL GV640 23O*3,50,***,222,,150,PC,P04,15,PC,C64,15,PC,R43,No,0,
701,9000261682,ROH,WIRE HARNESS OPERATING MODULE,51,***,1,,12,PC,P04,0,PC,C42,1,PC,,No,15,G
701,9000833972,ROH,Heat Pump cpl. EDS 3G 110-120V,F01,***,1,,8.064,PC,P04,0,PC,,0,PC,,No,0,
701,9000835309,HALB,PUSH BUTTON PR 640 VI-MV,53,***,SP2,,918,PC,C42,0,PC,,0,PC,,No,9,
701,9000841311,ROH,Reflection Plastic,51,***,1,,5.6,PC,P04,0,PC,C42,700,PC,,No,3,
701,9000849034,ROH,DRAIN CHECK VALVE 640-COMPLETE with ring,42,***,333,1,19.2,PC,P04,800,PC,C43,800,PC,C43,No,3,
701,9000850072,ROH,HANDLE UR 640 OEM plastic RAL3001,50,***,111,,960,PC,P04,0,PC,C64,120,PC,,No,0,G
703,9001116356,ROH,KNOB,,,,,,,,,,,,,,,,
701,9000271778,HALB,Handle Tray 640 MGINF White Long,50,***,3,,1.92,PC,P04,0,PC,,0,PC,,No,59,
701,9000271793,HALB,Handle Tray 640 MGINF Black Long,50,***,3,,1.92,PC,P14,0,PC,,0,PC,,No,59,
701,9000277484,HALB,Light Display GV640-Neff,51,***,1,,2.4,PC,P04,0,PC,C42,300,PC,,No,0,
701,9000278494,ROH,SALT FUNNEL 640,42,***,333,,1.6,PC,P04,100,PC,P04,1.6,PC,R64,No,19,
701,9000281088,ROH,HANDLE TR 640 flat inlay,50,***,110,,4.32,PC,P04,0,PC,,0,PC,,No,22,
701,9000281120,ROH,3rd row 640A curved inlay insert,42,***,333,1,8.64,PC,P04,288,PC,C43,288,PC,C43,No,21,
701,9000853100,ROH,DISPENSER 640 UC 120V  V3  KENMORE,50,***,1,,756,PC,P04,0,PC,,0,PC,,No,0,
701,9000853067,ROH,DISPENSER 640 UC 120V  V4,50,***,1,,756,PC,P04,0,PC,,0,PC,,No,0,
701,9000858118,ROH,LOWER DOOR SEAL 640A.EU/US GTE 60,50,***,1,,2.016,PC,P04,0,PC,,0,PC,,No,140,
701,9000862748,ROH,INFO LIGHT 05 red,50,***,111,,19.2,PC,P04,0,PC,C64,640,PC,,No,4,
701,9000313882,ROH,Door strip right,51,***,1,,1.2,PC,P04,0,PC,C42,200,PC,,No,70,
701,9000331713,ROH,LOWER DOOR SEAL RAIL,42,***,333,1,8,PC,P04,250,PC,C86,250,PC,C86,No,51,
701,9000328260,ROH,Rack rail END CAP UR-BACK,42,***,333,1,60,PC,P04,1,PC,R43,2,PC,R43,No,2,
701,9000862799,ROH,INFO LIGHT 05 BLUE,53,***,1,,2.56,PC,C42,0,PC,C42,640,PC,,No,4,
701,9000877772,ROH,DOOR LOCK TRAY INSERT V2,51,***,1,,21.168,PC,P04,0,PC,C42,504,PC,,No,20,
701,9001171786,HALB,3rd Rack 3.0 642 Inlay w/BB,50,***,1,,100,PC,P04,0,PC,,0,PC,,No,0,WUn
701,9000342804,ROH,Small Items Clip - Upper Rack,,,,,,,,,,,,,,,,
701,9000344774,ROH,PUSH BUTTON 640 SE-MK-S schwarz PS -2x,53,***,SP2,,2.88,PC,C42,0,PC,,0,PC,,No,10,
701,9000344771,ROH,PUSH BUTTON 640 SE-MK-S weiss PS -2x,53,***,SP2,,1.44,PC,C43,0,PC,,0,PC,,No,1,
701,9000360184,ROH,PUSH BUTTON 640 Progr.li.MASBO sw 1-x-3,53,***,1,,1.5,PC,C42,0,PC,,0,PC,,No,5,
701,9000360192,ROH,PUSH BUTTON 640 Progr.re.MASBO sw 1-x-3,53,***,1,,1.5,PC,C42,0,PC,,0,PC,,No,0,
701,9000360188,ROH,PUSH BUTTON 640 Progr.re.MASBO ws 1-x-3,53,***,1,,1.5,PC,C42,0,PC,,0,PC,,No,3,
701,9000360180,ROH,PUSH BUTTON 640 Progr.li.MASBO ws 1-x-3,53,***,1,,5.04,PC,C42,0,PC,C42,840,PC,,No,3,
701,9000366465,ROH,wire harness set 640_UC top class-displ.,53,***,SP2,,12.096,PC,C43,0,PC,,0,PC,,No,5,
701,9000366463,ROH,wire harness set 640_UC top rinse aid,53,***,SP2,,7.2,PC,C42,0,PC,C42,1.2,PC,,No,11,
701,9000366464,ROH,wire harness set 640_UC top power wires,50,***,222,,12.096,PC,C42,0,PC,C64,590,PC,,No,10,
701,9000366462,ROH,wire harness set 640_UC top class bus,50,***,222,,12.096,PC,P04,0,PC,C64,504,PC,,No,0,
701,9000886865,ROH,EMOTION LIGHT newDesign 440/640 blue,,,,,,,,,,,,,,,,
701,9000889630,ROH,INFO LIGHT 05 BLUE,,,,,,,,,,,,,,,,
701,9000889773,ROH,COARSE MICRO FILTER 640 ARROW black,68,***,B06,4,672,PC,P04,672,PC,P04,672,PC,P01,No,37,
701,9000892903,ROH,cover sump 640 Perforated,68,***,B07,3,840,PC,P04,70,PC,P01,840,PC,P01,No,52,
701,9000904307,ROH,Door Lock 36N,,,,,,,,,,,,,,,,
701,9000906627,ROH,EMOTION LIGHT new Design 440/640 blue,,,,,,,,,,,,,,,,
701,9000386499,ROH,SUCTION CAP 640 7mm split,42,***,333,1,33.28,PC,P04,1.04,PC,C64,1.04,PC,R43,No,2,
701,9000390166,ROH,Fascia Panel 640 MASBO black RAL9005,42,***,333,,150,PC,P04,0,PC,,0,PC,,No,347,
701,9000390161,ROH,Fascia Panel 640 MASBO white VZF07020,42,***,333,,150,PC,P04,0,PC,,0,PC,,No,360,
701,9000390169,ROH,Fascia Panel 640 MASBO st.st.metVZF39171,42,***,111,,150,PC,P04,0,PC,,0,PC,,No,349,
701,9000399522,ROH,Earthing Spring 640 facia pa stainl.s-NF,51,***,1,,20,PC,P04,0,PC,,0,PC,,No,3,
701,9000418494,ROH,Hose 640 sump -HE/WI,,,,,,,,,,,,,,,,
701,9000246680,ROH,WIRE HARNESS MAIN SWITCH,51,***,1,,12.096,PC,P04,0,PC,C42,504,PC,,No,7,
701,9000427486,ROH,PUSH BUTTON 640 NF-MK-I black PS -5x,53,***,1,,2.496,PC,C42,0,PC,C42,624,PC,,No,6,
701,9000427488,ROH,PUSH BUTTON 640 NF-MK-I White PS -5x,53,***,SP1,,3.744,PC,C42,0,PC,C42,624,PC,,No,6,
701,9000427485,ROH,PUSH BUTTON 640 NF-MK-I 39171 PS -5x,53,***,1,,3.744,PC,C42,0,PC,C42,624,PC,,No,6,
701,9000427475,ROH,PUSH BUTTON 640 NF-MK-I weiss PS -7x,53,***,1,,1.5,PC,P04,0,PC,C42,375,PC,,No,10,
701,9000427467,ROH,PUSH BUTTON 640 NF-MK-I 39171 PS -6x,53,***,SP1,,2.25,PC,C42,0,PC,C42,375,PC,,No,8,
701,9000402438,ROH,wire harness set 640_UC for infolight,50,***,111,,24.192,PC,P04,0,PC,C64,1.008,PC,,No,11,
701,9000407359,ROH,Push Button HS 640 MASBO edsimet.39171,50,***,111,,13.068,PC,P04,594,PC,C42,594,PC,C42,No,2,
701,9000424253,ROH,PUSH BUTTON 640 Progr.li.MASBO ABS 39171,53,***,1,,1.5,PC,C42,0,PC,,0,PC,,No,3,
701,9000424250,ROH,PUSH BUTTON 640 Progr.re.MASBO ABS 39171,53,***,1,,1.5,PC,C42,0,PC,,0,PC,,No,3,
701,9000424275,ROH,PUSH BUTTON 640 SE-MK-S sil. met. PS -2x,53,***,SP2,,720,PC,C42,0,PC,,0,PC,,No,0,
701,9000427472,ROH,PUSH BUTTON 640 NF-MK-I 39171 PS -7x,53,***,1,,2.55,PC,C42,0,PC,C42,375,PC,,No,10,
701,9000427463,ROH,PUSH BUTTON 640 NF-MK-I 39171 PS -5x,53,***,SP1,,2.25,PC,C42,0,PC,C42,375,PC,,No,7,
701,9000427470,ROH,PUSH BUTTON 640 NF-MK-I White PS -6x,53,***,1,,2.25,PC,C42,0,PC,C42,375,PC,,No,9,
701,9000427443,ROH,Push Button 640 NF,51,***,1,,12.48,PC,P04,0,PC,C42,624,PC,,No,2,G
701,9000427448,ROH,PUSH BUTTON 640 NF-MK-I 39171 PS -4x,53,***,1,,2.25,PC,C42,0,PC,C42,375,PC,,No,6,
701,9000427441,ROH,Push Button 640 NF,53,***,SP1,,624,PC,C42,0,PC,,0,PC,,No,2,
701,9000427440,ROH,Push Button 640 NF,51,***,1,,12.48,PC,P04,0,PC,C42,624,PC,,No,2,
